artist_id,artist_name,track_name,track_id,popularity,explicit,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo,time_signature,mode,release_year,duration
6I1j34QzSTWe6u4qQWKYJe,10Tik,Roll Deep,7qbYXi2qeCdBoSlDZs9swk,52,True,0.627,0.582,6.0,-5.729,0.348,0.228,0.0523,0.508,68.711,3.0,0.0,2021,3.4642666666666666
6I1j34QzSTWe6u4qQWKYJe,10Tik,Activ,7wQ0ygIuKTe5oTykMa5awn,11,False,0.544,0.621,7.0,-7.238,0.238,0.255,0.1,0.502,117.206,5.0,0.0,2022,2.8954833333333334
6I1j34QzSTWe6u4qQWKYJe,10Tik,Soul Of the City,2cgg1e47wD4iJdAgmujYON,19,True,0.571,0.595,8.0,-7.342,0.171,0.827,0.136,0.38,105.032,4.0,1.0,2021,3.2678166666666666
6I1j34QzSTWe6u4qQWKYJe,10Tik,Freedom,5Hm4LfDaI5CmbfBAB7hhyr,34,False,0.533,0.782,0.0,-5.375,0.346,0.758,0.144,0.744,127.504,5.0,0.0,2021,4.7152
6I1j34QzSTWe6u4qQWKYJe,10Tik,The Real Way,7hXeZ05roJkXog8GGFtnav,28,False,0.537,0.612,1.0,-5.652,0.148,0.595,0.106,0.378,117.008,5.0,0.0,2021,3.8522666666666665
6I1j34QzSTWe6u4qQWKYJe,10Tik,Money,0u2ZPj2DJyPMGp0DleZ2LY,31,False,0.664,0.544,5.0,-6.434,0.297,0.335,0.0979,0.376,195.726,4.0,0.0,2021,2.6225833333333335
6I1j34QzSTWe6u4qQWKYJe,10Tik,Burning Issue,48xbon9bPiaLxUmWnnIKXx,26,False,0.501,0.661,9.0,-5.495,0.134,0.368,0.117,0.472,124.553,5.0,1.0,2021,3.0315833333333333
6I1j34QzSTWe6u4qQWKYJe,10Tik,Suit and Tie,4kaNhNd64f5FL11PpYr914,16,False,0.572,0.719,3.0,-5.46,0.15,0.595,0.198,0.612,97.701,4.0,0.0,2021,3.066333333333333
6I1j34QzSTWe6u4qQWKYJe,10Tik,We Nuh Like War,6M1wCVamh5naRgUO8eRLoh,38,False,0.643,0.77,11.0,-2.977,0.318,0.696,0.272,0.341,133.119,5.0,0.0,2021,3.356316666666667
6I1j34QzSTWe6u4qQWKYJe,10Tik,Zone,2fpmSICwVjjTGlGVMhNa9z,22,True,0.585,0.841,8.0,-6.182,0.195,0.269,0.16,0.339,98.368,4.0,1.0,2022,3.0402666666666667
6I1j34QzSTWe6u4qQWKYJe,10Tik,Roll Deep,5NQhHlXRPOanZjZd8pBY70,32,False,0.496,0.602,6.0,-5.505,0.398,0.222,0.0507,0.48,68.969,5.0,0.0,2021,3.4642666666666666
6I1j34QzSTWe6u4qQWKYJe,10Tik,Activate,2o5fi6Ez2CzqSX5OvkeH2N,38,True,0.709,0.651,9.0,-6.86,0.369,0.619,0.086,0.439,80.211,4.0,0.0,2022,3.4125
6I1j34QzSTWe6u4qQWKYJe,10Tik,One Team,1FcKHDGd7wjEiJUxVH3coO,19,True,0.596,0.667,11.0,-10.672,0.325,0.372,0.329,0.654,200.093,4.0,0.0,2022,3.7049
6I1j34QzSTWe6u4qQWKYJe,10Tik,Roll Deep - Acoustic Version,3Q9C4zMjvupkpsruiEhAPp,29,False,0.544,0.428,6.0,-6.846,0.0703,0.455,0.0859,0.405,115.967,5.0,0.0,2021,3.6978
6I1j34QzSTWe6u4qQWKYJe,10Tik,Activ,0KY6oQShpqcTJ9bpVk7zjm,26,True,0.451,0.618,7.0,-7.08,0.348,0.265,0.137,0.597,180.21,4.0,0.0,2022,2.8954833333333334
6I1j34QzSTWe6u4qQWKYJe,10Tik,Smoke Session,7msKHkAJ3w2Ca0kEuiJmih,19,True,0.468,0.372,1.0,-8.747,0.237,0.49,0.127,0.303,87.089,1.0,0.0,2022,2.9305
6I1j34QzSTWe6u4qQWKYJe,10Tik,Pi Pi,6DlW7VUNB7IfG0GKQjZOMP,8,False,0.584,0.63,6.0,-7.131,0.284,0.288,0.167,0.427,179.893,4.0,0.0,2022,3.23855
6I1j34QzSTWe6u4qQWKYJe,10Tik,Don't Destroy,47q2ImlYlHFrsiVTVJCcDC,27,False,0.753,0.473,9.0,-8.278,0.224,0.352,0.106,0.319,107.108,4.0,0.0,2022,3.0664
6NuqWCp8VQhokoHpiUY1mS,1Biggs Don,"Bwoii Affi"" Watch Eh Style",5QBzYkOSEIuIgolYr4Is1l,41,False,0.97,0.712,1.0,-6.463,0.083,0.232,0.0775,0.521,106.985,4.0,1.0,2022,2.4672833333333335
6NuqWCp8VQhokoHpiUY1mS,1Biggs Don,Roll Up,1JR72inFsy3PcTjGAMfZ3N,35,True,0.63,0.484,6.0,-6.118,0.0426,0.00989,0.0504,0.58,87.993,4.0,0.0,2022,3.0045166666666665
6NuqWCp8VQhokoHpiUY1mS,1Biggs Don,"Bwoii Affi"" Watch Eh Style",15ycokwnZsMhDyORHASWBX,61,True,0.971,0.72,1.0,-6.4,0.0878,0.225,0.0741,0.567,106.99,4.0,1.0,2022,2.4672833333333335
2v6V75NbousiJwy2HV44VL,450,Gyal Thief,7msw71odv70oRqLEpA4g8u,18,False,0.869,0.645,7.0,-6.231,0.118,0.164,0.0571,0.551,133.48,5.0,1.0,2021,2.9252833333333332
2v6V75NbousiJwy2HV44VL,450,Know Weh Ya Do,4Vt1uT3bxlEoMoZ1BDdQWA,35,False,0.545,0.571,1.0,-5.507,0.137,0.198,0.103,0.311,130.543,5.0,1.0,2022,2.9659666666666666
2v6V75NbousiJwy2HV44VL,450,Size Ten,0b5MILtW3uKWk0y79Guxp8,19,False,0.862,0.593,0.0,-5.882,0.158,0.0571,0.131,0.497,110.022,4.0,1.0,2019,3.309083333333333
2v6V75NbousiJwy2HV44VL,450,Group Up,6qIzxBadoP3l4JU0c4XnRt,16,False,0.799,0.708,6.0,-7.083,0.151,0.438,0.384,0.693,102.077,4.0,0.0,2019,3.4838666666666667
2v6V75NbousiJwy2HV44VL,450,Blessings,3mQbZ6FjT7O97yepd0sYKv,14,False,0.433,0.584,1.0,-8.961,0.31,0.007,0.072,0.399,63.406,3.0,1.0,2019,2.76315
2v6V75NbousiJwy2HV44VL,450,Pay Fi My Fvck,0xbZOoT23XdnzCCAoXPVJE,27,True,0.756,0.587,0.0,-6.406,0.186,0.131,0.113,0.66,94.94,4.0,1.0,2021,3.0736833333333333
2v6V75NbousiJwy2HV44VL,450,2 Face,0cUBKZ2H2Jr4GQYPo8VxO7,37,True,0.76,0.617,0.0,-4.995,0.142,0.548,0.203,0.65,103.992,4.0,1.0,2022,2.3846833333333333
2v6V75NbousiJwy2HV44VL,450,Be Honest,3KBZlJlkE3QAPKtG3o8vmZ,35,True,0.414,0.624,7.0,-6.64,0.17,0.387,0.372,0.114,176.614,4.0,1.0,2022,3.1517166666666667
2v6V75NbousiJwy2HV44VL,450,Blessings,3q8lXzEh3M1moeEsMEd1xG,19,True,0.434,0.57,1.0,-8.842,0.341,0.00662,0.0737,0.399,59.643,3.0,1.0,2019,2.76315
2v6V75NbousiJwy2HV44VL,450,Beast Mode,3Q1ObTHHYCbFwUY5FZHibs,30,False,0.631,0.757,1.0,-5.989,0.422,0.532,0.0916,0.54,137.785,4.0,0.0,2020,2.9979833333333334
2v6V75NbousiJwy2HV44VL,450,Awakening,5HSdUHbinewpRdMcC2jVBQ,17,True,0.523,0.673,2.0,-6.777,0.179,0.217,0.0883,0.432,93.094,4.0,1.0,2020,3.0657
2v6V75NbousiJwy2HV44VL,450,2 Face,276IoMID61STB31eTIAwn6,23,False,0.76,0.574,0.0,-6.079,0.187,0.622,0.234,0.612,103.93,4.0,1.0,2022,2.3846833333333333
2v6V75NbousiJwy2HV44VL,450,Be Honest,6XaH8ILmqI3BfzB6eSeRga,25,False,0.44,0.452,2.0,-9.409,0.098,0.434,0.359,0.149,84.119,4.0,1.0,2022,3.1517166666666667
2v6V75NbousiJwy2HV44VL,450,Purge,0873Ud2pOR5isVefbToRjt,34,True,0.699,0.458,1.0,-8.556,0.278,0.223,0.121,0.365,142.034,4.0,0.0,2021,3.1919
2v6V75NbousiJwy2HV44VL,450,Money,5jZ7EgakIDo8x8cfJueb3q,20,True,0.739,0.685,6.0,-5.373,0.0709,0.267,0.0576,0.365,97.997,4.0,0.0,2021,3.279316666666667
2v6V75NbousiJwy2HV44VL,450,Imperfections,2OQRVFORypZOnfsjVzZKvO,18,False,0.454,0.508,2.0,-5.774,0.125,0.063,0.114,0.372,85.022,4.0,1.0,2021,2.8120833333333333
2v6V75NbousiJwy2HV44VL,450,Journey,6H9HS5fdxAUkYz5PYGmsOw,46,False,0.555,0.618,5.0,-5.801,0.0782,0.483,0.13,0.447,121.574,5.0,1.0,2021,3.1495
2v6V75NbousiJwy2HV44VL,450,Talk Tuff,1RqRHf7kKga46D9zIsaPSK,17,True,0.728,0.741,0.0,-6.637,0.0955,0.015,0.34,0.4,115.039,4.0,1.0,2021,2.8550333333333335
2v6V75NbousiJwy2HV44VL,450,Imperfections,0ISsHuxxDpoGl0HBZZosvT,42,True,0.557,0.535,2.0,-5.933,0.083,0.0807,0.367,0.349,82.876,4.0,1.0,2021,2.7781166666666666
2v6V75NbousiJwy2HV44VL,450,Too Strong,7cflrl6mtfHQe6LqNhl82w,15,True,0.66,0.765,6.0,-6.479,0.0763,0.472,0.124,0.596,172.044,4.0,1.0,2021,3.9069833333333333
2v6V75NbousiJwy2HV44VL,450,Lonely,09xKd4n4sBe9PWaV1yZE4r,35,True,0.544,0.563,11.0,-7.863,0.439,0.243,0.075,0.27,90.075,4.0,0.0,2021,3.2300333333333335
2v6V75NbousiJwy2HV44VL,450,Gyal Thief,3gF2pkred8yEvtZmkIeGGd,42,True,0.869,0.662,7.0,-6.014,0.13,0.16,0.0654,0.566,133.338,5.0,1.0,2021,2.923983333333333
2v6V75NbousiJwy2HV44VL,450,Highway,6ZBKNl23PRFLdgbyQk2oEs,27,True,0.474,0.623,6.0,-6.47,0.175,0.261,0.141,0.459,100.557,4.0,1.0,2020,3.08
2v6V75NbousiJwy2HV44VL,450,One Time,2McaVTmq3zlHag67wyEphv,20,False,0.855,0.563,11.0,-7.441,0.341,0.577,0.413,0.469,115.087,4.0,1.0,2020,3.085583333333333
2v6V75NbousiJwy2HV44VL,450,Fast Car,1DZ7DpnCco4PrCJscElok3,20,True,0.749,0.803,0.0,-6.291,0.169,0.0649,0.352,0.743,104.121,4.0,0.0,2021,2.8536333333333332
2v6V75NbousiJwy2HV44VL,450,New Wave,6A9L6BKdDj112WHd5Ox1Qm,23,False,0.473,0.577,6.0,-5.154,0.0639,0.174,0.111,0.564,73.759,3.0,1.0,2021,3.1411333333333333
2v6V75NbousiJwy2HV44VL,450,Too Strong,0Gv2wehpYXRroiNexPh5UC,0,True,0.671,0.645,6.0,-9.56,0.0875,0.512,0.153,0.604,172.035,4.0,1.0,2020,3.9069833333333333
2v6V75NbousiJwy2HV44VL,450,Romantic Gangster,3ZGvv4jKNG1tLHCe9sbDol,23,True,0.768,0.692,11.0,-6.117,0.223,0.191,0.0993,0.543,102.153,4.0,1.0,2021,2.98425
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,X-Rated Country,3pYNpA9prDGdpTZDabJn8i,0,False,0.643,0.575,0.0,-11.028,0.443,0.304,0.0638,0.743,169.205,4.0,1.0,2012,3.5297833333333335
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,No Better Than Yard,4sCNMr6jvY0hb4hfFnhrsi,14,False,0.755,0.5,6.0,-12.819,0.089,0.53,0.0974,0.652,170.115,4.0,0.0,2011,3.9082666666666666
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Don't Be Lazy,2sf3PD8nlZV5MxZq6avEnB,0,False,0.836,0.499,11.0,-10.917,0.116,0.113,0.0805,0.881,169.411,4.0,1.0,2012,3.310216666666667
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Put Your Right Foot In,0V3xPi78I9Hj2VSzXu70pz,1,False,0.838,0.51,6.0,-11.226,0.298,0.349,0.215,0.748,165.977,4.0,0.0,2012,3.4113333333333333
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Bad Man Gun,55D40K2vTVwfXwHMKQAQQ2,3,False,0.863,0.668,9.0,-11.253,0.256,0.0938,0.037,0.888,165.141,4.0,1.0,2021,3.8433333333333333
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Mi Ah The Danger,1qPmrHnBjFC2sGYRfJ8v5w,0,False,0.919,0.709,11.0,-7.952,0.0683,0.0379,0.0723,0.935,143.545,4.0,1.0,2011,3.1860833333333334
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Right Foot In,2lIaCOqbzUJdKBTGUJnEs9,1,False,0.83,0.461,7.0,-11.856,0.31,0.234,0.19,0.708,170.516,4.0,1.0,2012,3.3628833333333334
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Ha Fi Ina It,2HHYBsWdb4GpegNFO0gxml,4,False,0.824,0.716,4.0,-11.701,0.212,0.0422,0.0382,0.951,177.961,4.0,1.0,2012,3.804883333333333
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Old Time Something,63TZ8ixkIoZpJ4FzovE0g2,6,False,0.716,0.505,6.0,-14.032,0.0945,0.133,0.0666,0.735,172.325,4.0,1.0,2012,4.012216666666666
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Come Pon Top,5Zqsmqxaj07DGeRlxaNS3t,0,False,0.904,0.605,4.0,-10.397,0.175,0.242,0.0391,0.655,89.84,4.0,0.0,2012,3.79
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Horse Tonic,5XC5Dq066DwDKMNj5UMEUX,0,False,0.81,0.781,1.0,-5.66,0.122,0.149,0.125,0.855,156.68,4.0,1.0,1995,3.1782166666666667
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Punnany,5UUFYAlaVxlwwWle61Karl,6,False,0.716,0.475,11.0,-16.036,0.128,0.344,0.31,0.411,89.114,4.0,0.0,2012,3.53245
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Rock and Roll Chat,2M8zRRDI9ERQrngDqfjZIk,0,False,0.712,0.728,8.0,-9.932,0.0738,0.426,0.106,0.95,173.598,4.0,1.0,2012,3.50755
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Politician,1xGj1Wm4fTWc7nWTN42JXv,0,False,0.824,0.767,1.0,-4.198,0.0603,0.784,0.193,0.932,166.122,4.0,0.0,1995,3.51155
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Come Pon Top,2oOtI6IiXiRNMwoVZrKIDG,8,False,0.911,0.558,4.0,-11.754,0.19,0.133,0.0309,0.66,90.797,4.0,0.0,2012,3.81445
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Winey Winey,7kcZJCoLfIBqfcNOmrkfHa,6,False,0.863,0.555,7.0,-11.249,0.0638,0.227,0.1,0.826,93.689,4.0,1.0,2012,3.69
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Me Ah De Danger,3FMAj5uL12sJuowQJxipjz,0,False,0.936,0.628,10.0,-9.315,0.0588,0.121,0.0547,0.967,141.161,4.0,0.0,2012,3.3151166666666665
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Don't Have Mi Up,5ojony2iizZf8JyLoFJylf,3,False,0.908,0.532,9.0,-12.106,0.135,0.414,0.123,0.667,92.368,4.0,1.0,2012,3.60645
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Think Mi Did Dome,6Ls9BNDh4gICGEbsgAszrE,10,False,0.894,0.584,1.0,-9.831,0.105,0.0962,0.0992,0.967,161.456,4.0,1.0,2012,3.3537833333333333
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Jump Up,3fVMq2m2YKNZDLe4QuAWhV,6,False,0.855,0.486,6.0,-10.166,0.117,0.00453,0.0416,0.656,163.595,4.0,1.0,1987,3.8708833333333335
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Top Celebrity Man,08yXGP3XRH9jBU7rvCwZ7g,7,False,0.869,0.486,10.0,-15.064,0.426,0.106,0.336,0.862,164.339,4.0,0.0,2012,3.29645
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Don't Want No Kiss,6APAAscYCQV3pCvMLB1x3i,0,False,0.861,0.687,6.0,-10.696,0.0739,0.163,0.0601,0.927,177.33,4.0,1.0,2012,3.252883333333333
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Cater Fi Woman,7kxHo8oWEzYJEap7ikdYYI,2,False,0.851,0.712,0.0,-9.994,0.2,0.13,0.0514,0.88,176.129,4.0,1.0,2012,3.868
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Jump Up,7KetqBt6RCcmN8sGTwsiJk,4,False,0.856,0.381,10.0,-12.982,0.192,0.0165,0.0411,0.603,165.629,4.0,0.0,2012,3.901116666666667
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Woman You Sweet,3KsszSEpnQmUgdB3gbgOcF,8,False,0.926,0.628,2.0,-10.679,0.276,0.331,0.0546,0.964,94.73,4.0,0.0,1992,3.63045
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Winey Winey,7vW5nvr1827yJZy5Z6PFHw,1,False,0.855,0.62,11.0,-9.896,0.0761,0.19,0.1,0.855,92.418,4.0,0.0,2012,3.7277833333333334
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Put Down The Gun,76zV2cSqz1uBUBkMzGKaLE,1,False,0.928,0.497,10.0,-15.044,0.212,0.163,0.0573,0.827,94.203,4.0,0.0,2012,3.6682166666666665
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Bawling For Mandella,4FjlWdiMRlu9zrw64KTc7B,1,False,0.81,0.658,9.0,-13.345,0.143,0.199,0.0752,0.908,170.421,4.0,1.0,2012,3.7548833333333334
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Bullet Proof Body,3A1L7iYAL7BgOzyMsnw0n8,5,False,0.939,0.569,10.0,-14.548,0.285,0.0641,0.0413,0.716,98.351,4.0,0.0,2012,3.5153333333333334
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Can't Fool The Woman Again,7FJPsO1yubmk6PhHiYZa9z,3,False,0.777,0.391,10.0,-17.756,0.122,0.0692,0.116,0.807,156.419,4.0,1.0,2012,3.6111166666666668
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Red Eye People,48uSD6z5eo6jgBCRz4ODkT,1,False,0.734,0.574,1.0,-13.661,0.103,0.238,0.0256,0.646,196.525,4.0,1.0,2012,3.8271166666666665
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Big Belly Man,7MMV9t4ifnnuKrCIXNI48t,1,False,0.841,0.614,7.0,-11.389,0.234,0.378,0.0337,0.834,166.895,4.0,1.0,2012,3.394
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Try Some Hustling,1BY9oxojolOVfxcmwbMf8G,0,False,0.834,0.523,7.0,-11.074,0.121,0.627,0.0259,0.634,170.599,4.0,1.0,2012,3.3777833333333334
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Politician,7oWvP8ncw1DlKKFAJVmEC8,8,False,0.824,0.769,1.0,-4.222,0.0594,0.788,0.155,0.939,166.112,4.0,1.0,2006,3.51155
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,This A The Medley,1gKKBiY1pXtTq8ZWEAk3EG,4,False,0.892,0.557,5.0,-14.767,0.144,0.173,0.291,0.706,89.948,4.0,1.0,2012,3.760883333333333
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Lyrics Factory,4iyNGjQAT1UfGA8HxJQ9sw,1,False,0.842,0.714,2.0,-15.754,0.151,0.0155,0.346,0.934,96.905,4.0,1.0,2012,3.51445
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Horse Tonic,0z31wnOR4idm0y3BD9mzGH,11,False,0.812,0.804,1.0,-5.697,0.115,0.154,0.144,0.854,156.612,4.0,1.0,2006,3.1782166666666667
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,New Brand Slang,2XiNngJZmGPaa3ZOjEKLBJ,1,False,0.67,0.475,7.0,-15.833,0.354,0.178,0.0643,0.541,92.206,4.0,1.0,2012,3.6846666666666668
1zYGgHaZVz4Q2NrPngXiCx,Admiral Bailey,Big Belly Man,2Y0opsIvNNkIDqY2bzACM8,9,False,0.796,0.817,10.0,-5.731,0.177,0.0966,0.0531,0.716,175.106,4.0,0.0,2006,3.072216666666667
